0.05	0.0
0.1	0.1
0.2	46.1
0.3	469.0
0.4	1444.0
0.5	2641.7
0.6	3715.1
0.7	4522.9
0.8	5067.5
0.9	5402.8
1	5587.5
1.1	5668.8
1.2	5680.9
1.3	5647.4
1.4	5584.2
1.5	5502.0
1.6	5408.2
1.7	5307.5
1.8	5203.4
1.9	5098.1
2	4993.2
2.2	4788.1
2.4	4592.9
2.6	4409.5
2.8	4238.0
3	4078.2
3.2	3929.4
3.4	3790.8
3.6	3661.4
3.8	3540.3
4	3426.8
4.5	3177.3
5	2961.6
6	2611.2
7	2338.7
8	2121.1
9	1942.5
10	1793.1
